Global_Rank;Institution;Country;Sector;Best Country Quartile
6740;Universidad Finis Terrae;CHL;Universities;2
6740;Furman University;USA;Universities;3
6740;Thiruvalluvar University;IND;Universities;1
6740;Palo Alto University;USA;Universities;3
6740;Gettysburg College;USA;Universities;3
6740;Qiqihar Medical University;CHN;Universities;2
6746;Tokyo Womens Medical University Hospital;JPN;Health;3
6746;Fraunhofer Institut fur Angewandte Optik und Feinmechanik;DEU;Government;1
6746;Southern Federal University;RUS;Universities;1
6746;Trakya University;TUR;Universities;2
6746;Federal Scientific Center for Medical and Preventive Health Risk Management Technologies;RUS;Health;2
6746;Bogomolets National Medical University;UKR;Universities;2
6746;Jeonju University;KOR;Universities;2
6753;Paichai University;KOR;Universities;2
6753;Universite Paris Nanterre *;FRA;Universities;1
6753;China Coal Technology and Engineering Group;CHN;Companies;3
6753;Universidade de Santa Cruz do Sul;BRA;Universities;2
6753;XLIM Institute de Recherche;FRA;Government;1
6753;Higher Education Commission of Pakistan *;PAK;Non-Profit;1
6753;China-Pakistan Joint Research Center on Earth Sciences;CHN;Government;3
6753;Hospital Universitario Juan Ramon Jimenez;ESP;Health;4
6753;Hong Kong Metropolitan University;HKG;Universities;2
6762;Pakistan Institute of Engineering and Applied Sciences;PAK;Universities;1
6762;Institute of Astronomy Russian Academy of Sciences;RUS;Government;2
6762;Ozyegin University;TUR;Universities;1
6762;Ebonyi State University;NGA;Universities;1
6762;Universite de Technologie de Compiegne *;FRA;Universities;1
6762;Mohammed VI Polytechnic University;MAR;Universities;1
6762;Islamic Azad University, Lahijan;IRN;Universities;2
6769;Nirma University;IND;Universities;1
6769;Instituto Tecnologico de Tijuana;MEX;Universities;1
6769;Moroccan Foundation for Advanced Science, Innovation and Research *;MAR;Non-Profit;1
6769;Institute of Biomedical Chemistry of the Russian Academy of Medical Sciences;RUS;Health;1
6769;Yanbian University *;CHN;Universities;2
6769;Hospital de Clinicas Jose de San Martin;ARG;Health;1
6769;Institute of Technology of Cambodia;KHM;Universities;1
6769;Kozminski University;POL;Universities;2
6769;Sonoma State University;USA;Universities;3
6778;Corporacion Universitaria Minuto de Dios;COL;Universities;2
6778;Montclair State University;USA;Universities;2
6778;Fraunhofer Institut fur Fertigungstechnik und Angewandte Materialforschung;DEU;Government;2
6778;Shaanxi University of Chinese Medicine;CHN;Universities;3
6778;Uskudar University;TUR;Universities;1
6783;Fachhochschule Munster;DEU;Universities;3
6783;Mindanao State University - Marawi *;PHL;Universities;2
6783;Luoyang Normal University;CHN;Universities;3
6783;Universidad Metropolitana de Ciencias de la Educacion;CHL;Universities;4
6783;Thompson Rivers University;CAN;Universities;2
6783;Ecole Nationale des Travaux Publics de l'Etat *;FRA;Universities;3
6783;Al Ain University;ARE;Universities;2
6790;Hanoi University of Industry;VNM;Universities;3
6790;MCPHS University;USA;Universities;3
6790;STMicroelectronics *;MUL;Companies;2
6790;California State University, Northridge;USA;Universities;2
6790;Universite de Monastir;TUN;Universities;1
6795;Ekiti State University;NGA;Universities;2
6795;Chang Gung University of Science and Technology;TWN;Universities;2
6795;Mustafa Kemal University *;TUR;Universities;2
6795;University of Mines and Technology;GHA;Universities;1
6799;Grupo Ribera Salud *;MUL;Health;4
6799;University of Tirana;ALB;Universities;1
6799;Instituto Tecnologico de Sonora;MEX;Universities;2
6799;Universidad de Guanajuato;MEX;Universities;1
6799;Louisiana State University, Shreveport;USA;Universities;4
6804;Universidad Tecnologica de Pereira;COL;Universities;1
6804;Egyptian Atomic Energy Authority *;EGY;Government;3
6804;Ubon Ratchathani University;THA;Universities;3
6807;Centro Cientifico Tecnologico Bahia Blanca;ARG;Government;1
6807;Henan Institute of Science and Technology;CHN;Universities;3
6807;Secretaria de Ciencia, Tecnologia e Innovacion Productiva *;ARG;Government;2
6807;Heilongjiang Academy of Agricultural Sciences;CHN;Government;2
6807;Shanghai Academy of Environmental Sciences;CHN;Government;3
6807;China Jiliang University;CHN;Universities;2
6813;Kumaun University;IND;Universities;2
6813;Hankuk University of Foreign Studies;KOR;Universities;1
6813;University of Port Harcourt;NGA;Universities;2
6816;Islamic University of Indonesia;IDN;Universities;2
6816;University of Notre Dame Australia;AUS;Universities;2
6816;Universite Djillali Liabes de Sidi Bel Abbes;DZA;Universities;1
6816;Universidad El Bosque;COL;Universities;1
6816;Universite d'Artois *;FRA;Universities;2
6821;Jan Dlugosz University;POL;Universities;3
6821;Chung Hwa University of Medical Technology;TWN;Universities;3
6821;Meir Medical Center;ISR;Health;3
6821;Hung Kuang University;TWN;Universities;3
6821;Istituto per la Scienza e Tecnologia dei Plasmi;ITA;Government;2
6821;Aja University of Medical Sciences;IRN;Universities;3
6821;Thuy Loi University;VNM;Universities;2
6821;Kennesaw State University;USA;Universities;2
6821;Campbell University;USA;Universities;3
6821;Institute of Mathematics and Mathematical Modeling National Academy of Sciences of the Republic of K;KAZ;Government;3
6831;GLA University;IND;Universities;2
6831;Anhui Normal University;CHN;Universities;2
6833;Clinical Hospital Sveti Duh;HRV;Health;3
6833;Osun State University;NGA;Universities;1
6833;University of Peloponnese;GRC;Universities;2
6833;Karakoram International University;PAK;Universities;2
6833;Inonu University;TUR;Universities;2
6833;University of Petroleum and Energy Studies;IND;Universities;1
6839;The University of Vermont Medical Center;USA;Health;3
6839;China Electric Power Research Institute;CHN;Companies;1
6839;Universidade Federal do Pampa;BRA;Universities;2
6839;Capital University of Economics and Business;CHN;Universities;2
6839;University of Rousse;BGR;Universities;2
6844;Pontificia Universidade Catolica de Sao Paulo;BRA;Universities;2
6844;ABB Group *;MUL;Companies;2
6844;Fraunhofer-Institut fur Optronik, Systemtechnik und Bildauswertung;DEU;Government;1
6844;Dijlah University College;IRQ;Universities;3
6844;Universite Felix Houphouet-Boigny;CIV;Universities;1
6844;Universidade Feevale;BRA;Universities;2
6844;Suleyman Demirel University, Isparta;TUR;Universities;1
6844;University of Peradeniya;LKA;Universities;1
6844;Ibb University;YEM;Universities;2
6853;Xinjiang Agricultural University;CHN;Universities;3
6853;Heliopolis University;EGY;Universities;3
6853;Humboldt State University;USA;Universities;3
6853;Instituto Nacional de Astrofisica Optica y Electronica;MEX;Government;3
6853;Tafila Technical University;JOR;Universities;3
6853;Laboratoire de Genie Civil et Geo-Environnement;FRA;Government;4
6853;Georgia Southern University;USA;Universities;2
6853;ORT Braude College;ISR;Universities;2
6853;Yellow River Institute of Hydraulic Research;CHN;Government;2
6853;Universidade Federal do Agreste de Pernambuco;BRA;Universities;3
6853;Kyoto Pharmaceutical University;JPN;Universities;1
6864;Central University of Technology, Free State;ZAF;Universities;3
6864;Shandong Jianzhu University;CHN;Universities;3
6864;Manisa Celal Bayar University *;TUR;Universities;3
6864;Staten Island University Hospital;USA;Health;2
6864;Institute of Plasma Physics of the ASCR;CZE;Government;2
6864;Universidade Franciscana;BRA;Universities;3
6864;Acibadem University;TUR;Universities;2
6864;National Taichung University of Science and Technology;TWN;Universities;3
6864;Hospital Britanico de Buenos Aires;ARG;Health;3
6864;Central University of Tamil Nadu;IND;Universities;2
6864;University of Missouri, Saint Louis;USA;Universities;2
6875;Universidade Tiradentes;BRA;Universities;1
6875;Shaoguan University;CHN;Universities;3
6875;Moscow State Regional University;RUS;Universities;2
6875;Universidade Federal de Jatai;BRA;Universities;1
6875;Maragheh University of Medical Sciences;IRN;Universities;1
6875;University of Kelaniya;LKA;Universities;2
6881;Israel Defense Forces *;ISR;Government;3
6881;Korea Institute of Machinery and Materials;KOR;Government;1
6881;Dongguan University of Technology;CHN;Universities;1
6881;Universidad Central del Ecuador;ECU;Universities;1
6881;DePaul University;USA;Universities;2
6881;Iranian Fisheries Science Research Institute;IRN;Government;3
6881;Al-Furat Al-Awsat Technical University;IRQ;Universities;1
6888;Karaganda State Technical University;KAZ;Universities;2
6889;Alzahra University;IRN;Universities;2
6889;Kyungsung University;KOR;Universities;2
6889;Showa University Fujigaoka Hospital;JPN;Health;3
6889;Hospital General Dr Manuel Gea Gonzalez;MEX;Health;3
6893;Guizhou Normal University;CHN;Universities;3
6893;Universidad de Panama;PAN;Universities;2
6895;Universidad Autonoma de la Ciudad de Mexico;MEX;Universities;1
6895;University of Jaffna;LKA;Universities;3
6895;Universite de Dschang;CMR;Universities;1
6895;Changchun Institute of Optics Fine Mechanics and Physics, Chinese Academy of Sciences;CHN;Government;1
6895;Slovak Medical University in Bratislava;SVK;Universities;1
6895;Technical University of Kenya;KEN;Universities;3
6901;Institute of Physics of Materials of the ASCR;CZE;Government;4
6901;MacEwan University;CAN;Universities;3
6901;Islamic Azad University, Zanjan;IRN;Universities;3
6901;Shanghai Institute of Applied Physics, Chinese Academy of Sciences;CHN;Government;1
6901;Instituto Presbiteriano Mackenzie *;BRA;Non-Profit;1
6906;Tokyo University of Marine Science and Technology;JPN;Universities;2
6906;Universidade do Sul de Santa Catarina;BRA;Universities;1
6906;Sathyabama Institute of Science and Technology;IND;Universities;1
6906;Dongseo University;KOR;Universities;2
6906;North Khorasan University of Medical Sciences;IRN;Universities;2
6906;Jan Evangelista Purkyne University;CZE;Universities;3
6906;Aksaray University;TUR;Universities;3
6906;Faculdade Sao Leopoldo Mandic;BRA;Universities;2
6914;Universidade Federal do Cariri;BRA;Universities;3
6914;Oita University *;JPN;Universities;3
6914;Universidad Nacional Federico Villarreal;PER;Universities;2
6914;Adekunle Ajasin University;NGA;Universities;3
6914;University of Moncton;CAN;Universities;3
6914;Wuhan Polytechnic University;CHN;Universities;2
6914;Irkutsk State Medical University;RUS;Universities;2
6914;East West University;BGD;Universities;1
6914;Hoseo University;KOR;Universities;3
6923;Universidad Santo Tomas, Colombia;COL;Universities;2
6923;East China Jiaotong University;CHN;Universities;2
6923;Chulabhorn Royal Academy *;THA;Universities;1
6923;Pamukkale University;TUR;Universities;1
6923;Far Eastern Federal University;RUS;Universities;1
6923;Instituto de Investigaciones FisicoQuimicas, Teoricas y Aplicadas;ARG;Government;1
6929;Tshwane University of Technology;ZAF;Universities;2
6929;Ghulam Ishaq Khan Institute of Engineering Sciences and Technology;PAK;Universities;1
6929;Australian Defence Force Academy;AUS;Universities;1
6929;Universidade do Grande Rio;BRA;Universities;2
6929;University of Botswana;BWA;Universities;1
6929;Institute of Mathematics and Information Technologies of the Uzbekistan Academy of Sciences;UZB;Government;3
6929;Adiyaman University;TUR;Universities;3
6936;Mukogawa Women's University;JPN;Universities;2
6936;Ludong University;CHN;Universities;3
6936;Centro de Investigacion Cientifica de Yucatan;MEX;Government;2
6936;Chitkara University, Himachal Pradesh;IND;Universities;2
6936;California State University, Sacramento;USA;Universities;2
6941;Ecole des Hautes Etudes en Sante Publique;FRA;Universities;2
6941;Universidade Cruzeiro do Sul;BRA;Universities;1
6941;General Dynamics Co, USA;USA;Companies;3
6941;General Dynamics *;MUL;Companies;3
6941;Almaty University of Power Engineering and Telecommunications;KAZ;Universities;3
6941;Universidad de Pamplona;COL;Universities;2
6941;Shupyk National Healthcare University of Ukraine;UKR;Universities;1
6941;Bard College;USA;Universities;3
6941;Dhaka University of Engineering and Technology;BGD;Universities;2
6950;Bezmialem Vakif University;TUR;Universities;3
6950;Indian Institute of Technology, Gandhinagar;IND;Universities;1
6950;Hospital Universitario de Mostoles;ESP;Health;3
6953;Hankyong National University *;KOR;Universities;3
6953;Laboratorio Nacional de Luz Sincrotron;BRA;Non-Profit;1
6953;University of Rajasthan;IND;Universities;1
6953;University of Jos;NGA;Universities;3
6953;Lehigh Valley Health Network *;USA;Health;3
6953;National Satellite Ocean Application Service;CHN;Government;2
6953;Universidad Regional Autonoma de Los Andes;ECU;Universities;2
6960;Independent University, Bangladesh;BGD;Universities;4
6960;National Medical Products Adminsitration;CHN;Health;1
6960;National Institute of Technology Raipur;IND;Universities;2
6960;Chinese Culture University;TWN;Universities;2
6960;University of Jammu;IND;Universities;2
6965;Guru Tegh Bahadur Hospital;IND;Health;1
6965;University of Namibia;NAM;Universities;1
6965;Istanbul Kultur University;TUR;Universities;1
6965;Kyushu Institute of Technology;JPN;Universities;2
6965;Pontificia Universidad Catolica del Ecuador;ECU;Universities;2
6970;Centre Hospitalier Universitaire Farhat Hached de Sousse;TUN;Health;2
6970;Carilion Clinic *;USA;Health;3
6970;Complejo Asistencial Universitario de Leon;ESP;Health;3
6970;Rajiv Gandhi Proudyogiki Vishwavidyalaya;IND;Universities;1
6974;Western Washington University;USA;Universities;2
6974;Ilie Murgulescu Institute of Physical Chemistry;ROU;Government;1
6974;University of Limpopo;ZAF;Universities;2
6974;Wadia Institute of Himalayan Geology;IND;Government;2
6974;Ilam University;IRN;Universities;2
6979;University of Colorado, Colorado Springs;USA;Universities;3
6979;Ioffe Institute Russian Academy of Sciences;RUS;Government;2
6979;Instituto Federal Catarinense;BRA;Universities;3
6979;Tuskegee University;USA;Universities;2
6979;Baotou Medical College *;CHN;Universities;3
6984;Fattouma Bourguiba University Hospital;TUN;Health;2
6984;Kadir Has University;TUR;Universities;2
6984;Nanchang Hangkong University;CHN;Universities;2
6984;National Institute of Technology, Tiruchirappalli;IND;Universities;1
6984;Universidad Nacional de Quilmes;ARG;Universities;2
6984;Institute of Physics;AZE;Government;1
6984;Guangdong University of Finances and Economics;CHN;Universities;3
6991;Research Center for Applied Sciences, Academia Sinica;TWN;Government;1
6991;Acadia University;CAN;Universities;3
6991;Shanghai Institute of Technology;CHN;Non-Profit;1
6991;Hanoi University of Civil Engineering;VNM;Universities;3
6991;Korea Research Institute of Standards and Science;KOR;Government;2
6991;University of Dar es Salaam;TZA;Universities;1
6991;Laboratoire de l'Integration du Materiau au Systeme;FRA;Government;2
6991;Texas A&M University, Kingsville;USA;Universities;3
6991;Handong Global University;KOR;Universities;1
7000;Meshalkin National Medical Research Center;RUS;Health;1
7000;Meiho University;TWN;Universities;2
7000;Juntendo University Shizuoka Hospital;JPN;Health;1
7000;Kocaeli University *;TUR;Universities;1
7000;Mercer University;USA;Universities;3
7000;China Three Gorges Corp;CHN;Companies;2
7006;Instituto Politecnico de Leiria;PRT;Universities;2
7006;Beijing University of Civil Engineering & Architecture;CHN;Universities;2
7006;Institute of Software, Chinese Academy of Science;CHN;Government;1
7006;Changwon National University;KOR;Universities;2
7006;Rajamangala University of Technology Isan;THA;Universities;3
7006;Ochanomizu University;JPN;Universities;2
7012;Department of Science and Technology;PHL;Government;1
7012;Azerbaijan National Academy of Sciences *;AZE;Government;1
7012;BGRIMM Technology Group;CHN;Companies;3
7012;Kahramanmaras Sutcu Imam University;TUR;Universities;2
7012;Universidad Militar Nueva Granada;COL;Universities;2
7012;Sari Agricultural Sciences and Natural Resources University;IRN;Universities;2
7012;Hongik University;KOR;Universities;2
7012;Synchrotron Light Research Institute;THA;Government;2
7012;National Institute of Pharmaceutical Education and Research;IND;Universities;1
7021;Saudi Arabian Oil Co, USA;USA;Companies;1
7021;Kharazmi University;IRN;Universities;2
7021;Universite Marien Ngouabi;COG;Universities;1
7021;Liverpool Hope University;GBR;Universities;3
7021;Islamic Azad University, Qaemshahr;IRN;Universities;3
7021;Universidad CES *;COL;Universities;2
7021;Universidad Juarez Autonoma de Tabasco;MEX;Universities;2
7028;Nephrology and Urology Center;EGY;Health;3
7028;Naval Postgraduate School;USA;Universities;3
7028;Yenepoya University;IND;Universities;2
7028;Escola Bahiana de Medicina e Saude Publica;BRA;Universities;3
7028;Instituto Nacional de Rehabilitacion;MEX;Health;2
7028;Samara State Medical University;RUS;Universities;2
7028;Escola de Administracao de Empresas de Sao Paulo da Fundacao Getulio Vargas;BRA;Universities;1
7028;Open University of Israel;ISR;Universities;2
7028;Emperor Alexander I St. Petersburg State Transport University;RUS;Universities;2
7028;Daugavpils University;LVA;Universities;4
7028;Universitatea Petrol-Gaze din Ploiesti;ROU;Universities;3
7039;Ball State University;USA;Universities;2
7039;Laurentian University;CAN;Universities;3
7039;Universidad Nacional de Salta *;ARG;Universities;3
7039;Lahore General Hospital;PAK;Health;1
7039;Usmanu Danfodiyo University, Sokoto *;NGA;Universities;1
7039;Universidade Estadual do Ceara;BRA;Universities;2
7045;Baghdad Medical City;IRQ;Health;3
7045;Universidad Autonoma de Ciudad Juarez;MEX;Universities;2
7045;Fujitsu *;MUL;Companies;1
7045;Vassar College;USA;Universities;3
7045;Institute of Mathematics National Academy of Sciences of Ukraine;UKR;Government;3
7045;Faculte de Sciences et Techniques de Mohammedia;MAR;Universities;1
7051;Mount Holyoke College;USA;Universities;3
7051;J. Heyrovsky Institute of Physical Chemistry of the ASCR;CZE;Government;1
7051;Salahaddin University-Erbil;IRQ;Universities;1
7051;Departamento de Ciencia e Tecnologia Aeroespacial;BRA;Government;2
7051;Universidad de Medellin;COL;Universities;4
7056;Obihiro University of Agriculture and Veterinary Medicine;JPN;Universities;3
7056;University of Sindh;PAK;Universities;2
7056;Samsung Research, South Korea;KOR;Companies;1
7056;Institute of Continuous Media Mechanics Russian Academy of Sciences;RUS;Government;2
7056;California State University, San Bernardino;USA;Universities;3
7056;Ecole Superieure des Sciences Economiques et Commerciales;FRA;Universities;3
7056;Kongu Engineering College;IND;Universities;2
7056;General Motors Company, United States;USA;Companies;1
7056;Anhui Jianzhu University;CHN;Universities;3
7065;University of North Carolina, Wilmington;USA;Universities;2
7065;Yeshiva University;USA;Universities;3
7065;IE Universidad, Madrid;ESP;Universities;4
7065;Mugla University;TUR;Universities;1
7065;Krishna Institute of Medical Sciences University;IND;Universities;2
7065;Baruch College, City University of New York;USA;Universities;1
7065;Federal State Unitary Enterprise Dukhov Automatics Research Institute;RUS;Government;1
7065;Sri Sairam Engineering College;IND;Universities;2
7065;Atilim University;TUR;Universities;1
7074;Tunghai University;TWN;Universities;2
7074;Quy Nhon University;VNM;Universities;2
7074;Delta State University;NGA;Universities;2
7074;Balikesir University;TUR;Universities;2
7074;Karaganda Buketov University;KAZ;Universities;2
7074;Universidade Federal do Estado do Rio de Janeiro;BRA;Universities;2
7074;Lakehead University;CAN;Universities;2
7074;Universidad de San Andres;ARG;Universities;3
7082;Institute of Biophysics and Biomedical Engineering Bulgarian Academy of Sciences;BGR;Government;1
7082;Institute of Atomic and Molecular Sciences, Academia Sinica;TWN;Government;1
7084;Jagannath University;BGD;Universities;1
7084;Hospital Costa del Sol;ESP;Health;2
7084;Electronics Telecommunication Research Institute;KOR;Government;1
7084;Izmir Institute of Technology;TUR;Universities;1
7084;Shenzhen Polytechnic;CHN;Universities;2
7084;Savannah River National Laboratory;USA;Government;3
7084;Royal College of Art;GBR;Universities;3
7084;IE Universidad *;MUL;Universities;3
7092;Fundacion Favaloro;ARG;Health;3
7092;Islamic Azad University, Tehran Medical Sciences;IRN;Universities;1
7092;Shibaura Institute of Technology;JPN;Universities;2
7092;National Institute of Materials Physics;ROU;Government;1
7092;Innopolis University;RUS;Universities;1
7092;Centre National pour la Recherche Scientifique et Technique;MAR;Government;1
7092;Chaoyang University of Technology;TWN;Universities;3
7092;Egyptian Drug Authority;EGY;Government;2
7100;China National Environmental Monitoring Centre;CHN;Government;3
7100;St Petersburg Pavlov State Medical University;RUS;Universities;1
7100;University of Santo Tomas;PHL;Universities;1
7100;Chongqing University of Education;CHN;Universities;1
7100;University of the Philippines Los Banos;PHL;Universities;2
7105;Tashkent University of Information Technologies;UZB;Universities;2
7105;Christ University;IND;Universities;1
7105;Universidad del Pacifico, Peru;PER;Universities;2
7105;Trnava University in Trnava;SVK;Universities;3
7105;State Key Laboratory of Structural Chemistry of Unstable and Stable Species;CHN;Government;1
7105;California State University, Fresno;USA;Universities;3
7111;Northwest Minzu University;CHN;Universities;3
7111;Xihua University;CHN;Universities;2
7111;Universita IUAV di Venezia;ITA;Universities;4
7114;Universidad de Sucre;COL;Universities;3
7114;Pharos University in Alexandria;EGY;Universities;1
7114;Government Medical College and Hospital, Chandigarh;IND;Health;2
7114;Universidad Panamericana *;MEX;Universities;2
7118;Sobolev Institute of Mathematics Russian Academy of Sciences;RUS;Government;1
7118;Parahyangan Catholic University;IDN;Universities;4
7118;Ufuk University;TUR;Universities;3
7118;Kazan National Research Technological University;RUS;Universities;2
7118;VNU University of Engineering and Technology;VNM;Universities;1
7118;Indian Agricultural Statistics Research Institute;IND;Government;1
7118;Ministry of Transport *;CHN;Government;2
7118;Instituto Tecnologico Metropolitano;COL;Universities;1
7118;New York University, Shanghai;CHN;Universities;1
7118;Jishou University *;CHN;Universities;3
7118;Universidad Autonoma de Coahuila *;MEX;Universities;1
7129;Perm National Research Polytechnic University;RUS;Universities;2
7129;South Ural State Medical University;RUS;Universities;2
7129;University of Dayton;USA;Universities;2
7129;National Dong Hwa University;TWN;Universities;1
7133;University of the West Indies, Cave Hill Campus;BRB;Universities;1
7133;Zanjan University;IRN;Universities;2
7133;Jiaxing University;CHN;Universities;1
7136;Dali University;CHN;Universities;2
7136;Anhui University of Technology;CHN;Universities;2
7136;Olabisi Onabanjo University;NGA;Universities;1
7136;University of Hyderabad;IND;Universities;1
7136;Indian Institute of Science Education and Research, Thiruvananthapuram;IND;Government;2
7141;National Pingtung University;TWN;Universities;2
7141;Ordu University;TUR;Universities;3
7141;China Classification Society *;CHN;Non-Profit;2
7141;Moscow State Technological University Stankin;RUS;Universities;2
7141;Razi University;IRN;Universities;2
7141;University of Minnesota, Duluth;USA;Universities;1
7141;Fundacao Universidade Regional de Blumenau;BRA;Universities;3
7141;Guangdong Polytechnical Normal University;CHN;Universities;2
7141;Towson University;USA;Universities;2
7141;Mindanao State University - Iligan Institute of Technology;PHL;Universities;3
7141;University of Economics and Business;CZE;Universities;2
7141;Usak University;TUR;Universities;2
7141;Payame Noor University;IRN;Universities;1
7154;Los Angeles County-USC Medical Center ;USA;Health;2
7154;Inner Mongolia University;CHN;Universities;2
7154;Nigde University;TUR;Universities;2
7154;Singapore Institute of Technology;SGP;Universities;2
7154;University of Tennessee, Chattanooga;USA;Universities;2
7154;Huaiyin Institute of Technology;CHN;Universities;1
7154;Macalester College;USA;Universities;3
7154;Rangsit University;THA;Universities;3
7154;Osaka City General Hospital;JPN;Health;3
7163;Universidade Estadual de Mato Grosso do Sul;BRA;Universities;3
7163;The American University in Cairo;EGY;Universities;1
7163;Deraya University;EGY;Universities;2
7163;Siksha O Anusandhan University;IND;Universities;2
7163;Raytheon Co, USA;USA;Companies;1
7163;Vaal University of Technology;ZAF;Universities;3
7163;Yulin Normal University;CHN;Universities;3
7170;Sher-e-Kashmir University of Agricultural Sciences and Technology-Srinagar;IND;Universities;2
7170;Touro College;USA;Universities;2
7170;Forca Aerea Brasileira *;BRA;Government;1
7170;Universidad de los Andes, Venezuela;VEN;Universities;2
7174;Universidad Nacional de Asuncion;PRY;Universities;1
7174;Ecole Nationale des Sciences Appliquees de Kenitra;MAR;Universities;2
7174;National Marine Environmental Monitoring Center;CHN;Non-Profit;3
7174;Guangdong University of Foreign Studies;CHN;Universities;2
7174;Claremont McKenna College;USA;Universities;3
7174;Semnan University of Medical Sciences;IRN;Universities;2
7180;National Technical University - Kharkiv Polytechnic Institute;UKR;Universities;2
7180;Amherst College;USA;Universities;3
7180;Rostov State Medical University;RUS;Universities;2
7180;South Kazakhstan State University;KAZ;Universities;3
7180;NTT Medical Center Tokyo;JPN;Health;1
7180;Centro Cientifico Tecnologico de Santa Fe;ARG;Government;1
7186;Islamic Azad University, Mashhad;IRN;Universities;3
7186;Ivan Franko National University of Lviv;UKR;Universities;1
7186;AT Still University;USA;Universities;3
7186;Institut d'Optique Graduate School *;FRA;Universities;1
7186;Universitas Dian Nuswantoro;IDN;Universities;1
7191;Bucknell University;USA;Universities;3
7191;Centro Cientifico Tecnologico Nordeste;ARG;Government;2
7191;Chevron Corp;USA;Companies;1
7191;Omdurman Islamic University;SDN;Universities;1
7191;University of Mazandaran;IRN;Universities;2
7191;Urmia University of Technology;IRN;Universities;2
7191;Hochschule Osnabruck;DEU;Universities;3
7198;Seoul Womens University;KOR;Universities;2
7198;Guru Nanak Dev University;IND;Universities;1
7198;Erbil Polytechnic University;IRQ;Universities;3
7198;Indian Institute of Tropical Meteorology;IND;Government;2
7198;Tohoku Medical and Pharmaceutical University *;JPN;Universities;2
7198;Kyonggi University;KOR;Universities;3
7198;Tarim University;CHN;Universities;3
7198;Ningde Normal University;CHN;Companies;3
7206;Burapha University;THA;Universities;2
7206;University of Electro-Communications;JPN;Universities;1
7206;Instituto Federal de Educacao, Ciencia e Tecnologia do Rio de Janeiro;BRA;Universities;1
7206;Universite de Carthage *;TUN;Universities;1
7206;Central Taiwan University of Science and Technology;TWN;Universities;3
7206;Ankara Training and Research Hospital;TUR;Health;1
7212;Ferdinand Braun Institut fur Hoechstfrequenztechnik;DEU;Government;2
7212;Universidad Peruana de Ciencias Aplicadas;PER;Universities;1
7212;Universidad de Monterrey;MEX;Universities;2
7212;Morgan State University;USA;Universities;3
7212;Facultad Latinoamericana de Ciencias Sociales *;MUL;Universities;4
7212;Pandit Deendayal Petroleum University;IND;Universities;2
7212;The Russian Presidential Academy of National Economy and Public Administration;RUS;Universities;1
7219;Universite de Lome;TGO;Universities;1
7219;Te Whatu Ora Counties Manukau;NZL;Health;3
7219;North East Institute of Science and Technology;IND;Government;1
7219;Universidad Distrital Francisco Jose de Caldas;COL;Universities;1
7219;Fundacion Universitaria de Ciencias de la Salud;COL;Universities;3
7219;Hospital Universitario de Fuenlabrada;ESP;Health;4
7219;University of Zululand;ZAF;Universities;3
7226;National Chiayi University;TWN;Universities;2
7226;Dicle University *;TUR;Universities;2
7226;Ningxia University;CHN;Universities;2
7226;LG Corporation *;MUL;Companies;1
7230;Defence Research and Development Organisation;IND;Government;1
7230;Lebanese International University;LBN;Universities;2
7230;Harbin Normal University;CHN;Universities;3
7230;National University Kiev-Mohyla Academy;UKR;Universities;2
7230;Toyohashi University of Technology;JPN;Universities;3
7230;Gauhati University;IND;Universities;2
7236;Hochschule Bonn-Rhein-Sieg;DEU;Universities;2
7236;Kyoto Prefectural University;JPN;Universities;2
7236;Nippon Dental University *;JPN;Universities;3
7236;Bhabha Atomic Research Centre;IND;Government;1
7236;Universite du Quebec en Outaouais;CAN;Universities;3
7236;Universite de Ngaoundere;CMR;Universities;1
7236;Namik Kemal University;TUR;Universities;2
7243;Shanxi University of Finance and Economics;CHN;Universities;3
7243;Hochschule Furtwangen;DEU;Universities;3
7243;National Open University of Nigeria;NGA;Universities;1
7243;Rostov State Transport University;RUS;Universities;2
7243;Marmara University Hospital;TUR;Health;1
7243;Institute of Problems of Mechanical Engineering Russian Academy of Sciences;RUS;Government;2
7243;Xian Shiyou University;CHN;Universities;3
7250;Ramkhamhaeng University;THA;Universities;1
7250;Hubei University of Arts and Science;CHN;Universities;3
7250;Suzhou University of Science and Technology;CHN;Universities;2
7250;Leonardo SpA *;MUL;Companies;3
7250;Universidad de Investigacion de Tecnologia Experimental Yachay;ECU;Universities;2
7250;Complejo Hospitalario Universitario de Badajoz ;ESP;Health;3
7250;Hubei University of Science And Technology;CHN;Universities;2
7250;National Changhua University of Education;TWN;Universities;3
7258;Ming Chuan University;TWN;Universities;3
7258;University of Eswatini;SWZ;Universities;1
7258;Universidad Nacional de Ingenieria, Peru *;PER;Universities;1
7258;Dalian University *;CHN;Universities;3
7258;National Institute of Technology Jamshedpur;IND;Universities;2
7258;Sun Moon University;KOR;Universities;3
7258;Universidade Federal de Itajuba;BRA;Universities;2
7258;Tianjin University of Commerce China;CHN;Universities;3
7258;Showa Pharmaceutical University;JPN;Universities;3
7258;Universidad Autonoma de Zacatecas;MEX;Universities;3
7268;National Ilan University;TWN;Universities;1
7268;Hebei North University;CHN;Universities;3
7268;Institute of Cytology Russian Academy of Sciences;RUS;Government;1
7268;Central Astronomical Observatory Russian Academy of Sciences;RUS;Government;2
7268;Ashoka University;IND;Universities;2
7268;University of Karachi;PAK;Universities;1
